tool,source,organism,reference_target,reference_target_type,index_prefix
bwa,ensembl,caenorhabditis_elegans,genome,genome,bwa-ensembl-genome
bwa,ensembl,danio_rerio,genome,genome,bwa-ensembl-genome
bwa,ensembl,drosophila_melanogaster,genome,genome,bwa-ensembl-genome
bwa,ensembl,homo_sapiens,genome,genome,bwa-ensembl-genome
bwa,ensembl,mus_musculus,genome,genome,bwa-ensembl-genome
bwa,ensembl,saccharomyces_cerevisiae,genome,genome,bwa-ensembl-genome

